Position,Track Name,Artist,Streams,Date,Genre
21,Mercy,Shawn Mendes,1530922,2017-01-02,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
22,Bad Things (with Camila Cabello),Machine Gun Kelly,1478772,2017-01-02,"['ohio hip hop', 'pop rap']"
23,All We Know,The Chainsmokers,1438481,2017-01-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
24,My Way,Calvin Harris,1427123,2017-01-02,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
25,Treat You Better,Shawn Mendes,1404053,2017-01-02,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
26,Heathens,Twenty One Pilots,1403117,2017-01-02,"['modern rock', 'rock']"
27,Don't Let Me Down (feat. Daya),The Chainsmokers,1373805,2017-01-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1274760,2017-01-02,"['dance pop', 'pop']"
29,Scars To Your Beautiful,Alessia Cara,1264378,2017-01-02,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
30,All Night,The Vamps,1201859,2017-01-02,"['pop', 'post-teen pop', 'boy band', 'dance pop']"
31,Love Me Now,John Legend,1190899,2017-01-02,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
32,Now and Later,Sage The Gemini,1172766,2017-01-02,"['pop rap', 'hyphy', 'dance pop', 'southern hip hop', 'trap', 'rap']"
33,Cheap Thrills,Sia,1167833,2017-01-02,"['pop', 'australian dance', 'australian pop', 'dance pop']"
34,By Your Side,Jonas Blue,1154877,2017-01-02,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
35,I Would Like,Zara Larsson,1126983,2017-01-02,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
36,The Mack,Nevada,1122559,2017-01-02,['eurodance']
37,Alone,Alan Walker,1122212,2017-01-02,"['pop dance', 'electro house']"
38,ReggaetÃ³n Lento (Bailemos),CNCO,1116627,2017-01-02,"['boy band', 'latin pop', 'reggaeton', 'latin']"
39,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1108074,2017-01-02,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
40,Shed a Light,Robin Schulz,1098430,2017-01-02,"['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']"
41,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1062554,2017-01-02,"['pop rap', 'dance pop', 'pop']"
42,Hear Me Now,Alok,1060502,2017-01-02,"['pop nacional', 'slap house', 'electro house']"
43,Safari,J Balvin,1000058,2017-01-02,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
44,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,993906,2017-01-02,"['virginia hip hop', 'alternative r&b', 'underground hip hop', 'trap', 'pop rap', 'rap']"
45,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,960816,2017-01-02,"['pop', 'post-teen pop', 'dance pop', 'girl group', 'talent show']"
46,This Is What You Came For (feat. Rihanna),Calvin Harris,958726,2017-01-02,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
47,Caroline,AminÃ©,951699,2017-01-02,"['portland hip hop', 'rap', 'pop rap', 'hip hop', 'underground hip hop']"
48,"How Far I'll Go - From ""Moana""",Alessia Cara,908300,2017-01-02,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
49,Vente Pa' Ca (feat. Maluma),Ricky Martin,907340,2017-01-02,"['latin pop', 'puerto rican pop', 'mexican pop', 'latin', 'dance pop']"
50,Otra vez (feat. J Balvin),Zion & Lennox,878999,2017-01-02,"['latin hip hop', 'reggaeton', 'latin', 'trap latino', 'reggaeton flow']"
51,Sexual,NEIKED,872522,2017-01-02,['scandipop']
52,Perfect Strangers,Jonas Blue,856922,2017-01-02,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
53,Party Monster,The Weeknd,835349,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
54,Work,Rihanna,833943,2017-01-02,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
55,Ride,Twenty One Pilots,827613,2017-01-02,"['modern rock', 'rock']"
56,The Greatest (feat. Kendrick Lamar),Sia,820237,2017-01-02,"['pop', 'australian dance', 'australian pop', 'dance pop']"
57,Bounce Back,Big Sean,819777,2017-01-02,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
58,Solo Dance,Martin Jensen,798473,2017-01-02,"['tropical house', 'pop dance', 'danish electronic', 'edm', 'dance pop', 'pop edm', 'deep house', 'pop', 'electro house']"
59,Human,Rag'n'Bone Man,798070,2017-01-02,['neo soul']
60,Deja Vu,J. Cole,784321,2017-01-02,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
61,Love Yourself,Justin Bieber,761537,2017-01-02,"['canadian pop', 'post-teen pop', 'pop']"
62,"i hate u, i love u (feat. olivia o'brien)",gnash,761285,2017-01-02,"['indie cafe pop', 'pop', 'alt z', 'social media pop', 'sad rap', 'electropop', 'pop rap']"
63,Stressed Out,Twenty One Pilots,756633,2017-01-02,"['modern rock', 'rock']"
64,Make Me (Cry),Noah Cyrus,753419,2017-01-02,"['pop', 'post-teen pop', 'alt z', 'dance pop']"
65,Too Good,Drake,752654,2017-01-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
66,Sorry,Justin Bieber,750214,2017-01-02,"['canadian pop', 'post-teen pop', 'pop']"
67,Faded,Alan Walker,747495,2017-01-02,"['pop dance', 'electro house']"
68,Panda,Desiigner,732996,2017-01-02,"['viral trap', 'trap', 'rap', 'pop rap']"
69,Water Under the Bridge,Adele,716256,2017-01-02,"['pop soul', 'british soul', 'uk pop', 'pop']"
70,Lot to Learn,Luke Christopher,710380,2017-01-02,"['indie pop rap', 'pop rap']"
71,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,688244,2017-01-02,"['rap', 'pop rap', 'new orleans rap', 'trap', 'hip hop']"
72,Controlla,Drake,670611,2017-01-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
73,Setting Fires,The Chainsmokers,670041,2017-01-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
74,The Ocean (feat. Shy Martin),Mike Perry,665056,2017-01-02,"['swedish tropical house', 'tropical house', 'pop dance', 'pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'dance pop']"
75,Deu Onda,MC G15,664898,2017-01-02,"['funk carioca', 'funk paulista', 'funk ostentacao']"
76,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,661546,2017-01-02,"['shiver pop', 'downtempo', 'pop', 'post-teen pop']"
77,Shout Out to My Ex,Little Mix,658647,2017-01-02,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
78,Hymn for the Weekend - Seeb Remix,Coldplay,657727,2017-01-02,"['permanent wave', 'pop']"
79,Cake By The Ocean,DNCE,650401,2017-01-02,"['pop', 'post-teen pop', 'dance pop', 'pop rock']"
80,Sunset Lover,Petit Biscuit,640308,2017-01-02,"['new french touch', 'tropical house']"
81,La Bicicleta,Carlos Vives,634047,2017-01-02,"['colombian pop', 'champeta', 'latin', 'vallenato', 'latin pop', 'tropical']"
82,Traicionera,Sebastian Yatra,630107,2017-01-02,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
83,Into You,Ariana Grande,629672,2017-01-02,"['pop', 'post-teen pop', 'dance pop']"
84,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,625663,2017-01-02,['san diego rap']
85,The Greatest,Sia,624440,2017-01-02,"['pop', 'australian dance', 'australian pop', 'dance pop']"
86,7 Years,Lukas Graham,622987,2017-01-02,"['scandipop', 'pop', 'danish pop']"
87,X (feat. Future),21 Savage,621787,2017-01-02,"['atl hip hop', 'rap', 'trap', 'hip hop']"
88,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,619993,2017-01-02,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
89,Needed Me,Rihanna,607641,2017-01-02,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
90,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,602074,2017-01-02,"['trap', 'pop rap', 'chicago bop', 'nyc rap', 'rap', 'viral trap']"
91,Photograph,Ed Sheeran,595989,2017-01-02,"['uk pop', 'pop']"
92,All Time Low,Jon Bellion,587502,2017-01-02,['pop rap']
93,Capsize,FRENSHIP,583636,2017-01-02,"['la pop', 'indie poptimism', 'electropop', 'tropical house', 'pop edm', 'pop dance']"
94,Versace on the Floor,Bruno Mars,574420,2017-01-02,"['pop', 'post-teen pop', 'dance pop']"
95,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,572652,2017-01-02,['chicano rap']
96,Send My Love (To Your New Lover),Adele,571475,2017-01-02,"['pop soul', 'british soul', 'uk pop', 'pop']"
97,Sneakinâ,Drake,566090,2017-01-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
98,Fresh Eyes,Andy Grammer,565662,2017-01-02,"['neo mellow', 'pop rock', 'pop', 'post-teen pop', 'modern rock', 'dance pop']"
99,Middle,DJ Snake,561884,2017-01-02,"['pop', 'electronic trap', 'dance pop', 'edm', 'pop dance', 'pop rap']"
100,I Got You,Bebe Rexha,561031,2017-01-02,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
101,This Town,Niall Horan,559637,2017-01-02,"['pop', 'post-teen pop', 'dance pop']"
102,Sidewalks,The Weeknd,558947,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
103,Shaky Shaky,Daddy Yankee,556574,2017-01-02,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
104,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,553389,2017-01-02,"['tropical house', 'new french touch', 'pop dance']"
105,Lighthouse - Andrelli Remix,Hearts & Colors,550199,2017-01-02,"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
106,Fast Car,Jonas Blue,550074,2017-01-02,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
107,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,543868,2017-01-02,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
108,"Me, Myself & I",G-Eazy,538372,2017-01-02,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
109,Thinking out Loud,Ed Sheeran,536343,2017-01-02,"['uk pop', 'pop']"
110,Dancing On My Own,Calum Scott,532788,2017-01-02,"['indie cafe pop', 'pop', 'viral pop', 'neo mellow']"
111,No Heart,21 Savage,529425,2017-01-02,"['atl hip hop', 'rap', 'trap', 'hip hop']"
112,Final Song,MÃ,525029,2017-01-02,"['electropop', 'pop', 'tropical house', 'dance pop', 'art pop', 'danish pop', 'indie poptimism']"
113,Six Feet Under,The Weeknd,519587,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
114,Dile Que Tu Me Quieres,Ozuna,516691,2017-01-02,"['puerto rican pop', 'trap latino', 'reggaeton', 'latin']"
115,Sex,Cheat Codes,513533,2017-01-02,"['pop dance', 'tropical house', 'pop', 'edm', 'dance pop', 'electropop', 'post-teen pop', 'electro house', 'pop edm']"
116,Weak,AJR,511537,2017-01-02,"['modern rock', 'pop rap']"
117,Lean On (feat. MÃ & DJ Snake),Major Lazer,509567,2017-01-02,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
118,Love on Me,Galantis,508791,2017-01-02,"['pop dance', 'tropical house', 'edm', 'dance pop', 'pop', 'electro house']"
119,OOOUUU,Young M.A,508480,2017-01-02,"['nyc rap', 'lgbtq+ hip hop', 'rap', 'trap', 'pop rap']"
120,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,503937,2017-01-02,"['cubaton', 'reggaeton']"
121,Redbone,Childish Gambino,503581,2017-01-02,"['rap', 'atl hip hop', 'pop rap', 'hip hop']"
122,Dynamite (feat. Pretty Sister),Nause,494862,2017-01-02,"['progressive electro house', 'swedish pop', 'edm', 'pop dance']"
123,Hello,Adele,486853,2017-01-02,"['pop soul', 'british soul', 'uk pop', 'pop']"
124,Stitches,Shawn Mendes,480970,2017-01-02,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
125,PILLOWTALK,ZAYN,480762,2017-01-02,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
126,Roses (feat. ROZES),The Chainsmokers,470906,2017-01-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
127,Lush Life,Zara Larsson,470838,2017-01-02,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
128,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,469973,2017-01-02,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
129,Ain't My Fault,Zara Larsson,467327,2017-01-02,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
130,Never Be Like You,Flume,464598,2017-01-02,"['australian electropop', 'downtempo', 'australian dance', 'australian indie', 'edm']"
131,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,462404,2017-01-02,"['rap', 'conscious hip hop', 'chicago rap', 'pop rap', 'hip hop']"
132,pick up the phone,Young Thug,457155,2017-01-02,"['rap', 'melodic rap', 'trap', 'atl hip hop', 'atl trap', 'pop rap', 'hip hop', 'gangster rap']"
133,What Do You Mean?,Justin Bieber,453623,2017-01-02,"['canadian pop', 'post-teen pop', 'pop']"
134,You Was Right,Lil Uzi Vert,452619,2017-01-02,"['melodic rap', 'philly rap', 'rap', 'trap']"
135,iSpy (feat. Lil Yachty),KYLE,451890,2017-01-02,"['pop rap', 'rap', 'social media pop']"
136,Neighbors,J. Cole,450275,2017-01-02,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
137,Borro Cassette,Maluma,445866,2017-01-02,"['reggaeton colombiano', 'reggaeton', 'latin']"
138,Wake Up Where You Are,State of Sound,445598,2017-01-02,"['swedish tropical house', 'deep tropical house', 'tropical house']"
139,Love On The Brain,Rihanna,444847,2017-01-02,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
140,Andas En Mi Cabeza,Chino & Nacho,442339,2017-01-02,['tamaulipas rap']
141,No Lie,Sean Paul,441006,2017-01-02,"['dance pop', 'dancehall', 'pop rap', 'pop']"
142,Miss You,James Hersey,440223,2017-01-02,['tropical house']
143,Me llamas (feat. Maluma) - Remix,Piso 21,437581,2017-01-02,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
144,Vacaciones,Wisin,435983,2017-01-02,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
145,Light,San Holo,432115,2017-01-02,"['electronic trap', 'edm', 'future bass', 'vapor twitch', 'pop dance', 'pop edm', 'electropop', 'electro house']"
146,Reminder,The Weeknd,430758,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
147,No Money,Galantis,423143,2017-01-02,"['pop dance', 'tropical house', 'edm', 'dance pop', 'pop', 'electro house']"
148,Let It Go,James Bay,420478,2017-01-02,"['pop', 'neo mellow', 'pop rock', 'modern rock']"
149,Hotline Bling,Drake,417138,2017-01-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
150,Taped up Heart (feat. Clara Mae),KREAM,413566,2017-01-02,"['pop dance', 'tropical house', 'edm', 'pop edm', 'house', 'electro house', 'deep groove house', 'dance pop', 'progressive house']"
151,Jumpman,Drake,412700,2017-01-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
152,Let Me Hold You (Turn Me On),Dante Klein,410839,2017-01-02,['pop edm']
153,Rockinâ,The Weeknd,406995,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
154,The Hills,The Weeknd,405112,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
155,Touch,Little Mix,404835,2017-01-02,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
156,Oh Lord,MiC LOWRY,403667,2017-01-02,"['pop r&b', 'trap soul', 'post-teen pop', 'r&b', 'chill r&b', 'alternative r&b', 'urban contemporary', 'afroswing', 'dance pop', 'hip pop']"
157,Please Don't Go,Joel Adams,403224,2017-01-02,"['pop soul', 'australian pop']"
158,That's What I Like,Bruno Mars,401377,2017-01-02,"['pop', 'post-teen pop', 'dance pop']"
159,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,396431,2017-01-02,"['detroit hip hop', 'rap', 'hip hop']"
160,Swang,Rae Sremmurd,396407,2017-01-02,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
161,Immortal,J. Cole,395293,2017-01-02,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
162,Cool Girl,Tove Lo,392866,2017-01-02,"['pop', 'swedish electropop', 'electropop', 'dance pop', 'metropopolis', 'swedish synthpop', 'post-teen pop', 'swedish pop', 'pop rap']"
163,September Song,JP Cooper,392761,2017-01-02,"['uk pop', 'pop', 'neo mellow', 'indie cafe pop', 'tropical house', 'pop rock']"
164,Gold,Kiiara,391927,2017-01-02,"['electropop', 'indie poptimism', 'alt z', 'pop', 'dance pop']"
165,Die For You,The Weeknd,391621,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
166,Hymn for the Weekend,Coldplay,389306,2017-01-02,"['permanent wave', 'pop']"
167,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,388949,2017-01-02,"['reggaeton colombiano', 'reggaeton', 'latin']"
168,Not Going Home (feat. Gia Koka),DVBBS,386039,2017-01-02,"['pop dance', 'edm', 'canadian electronic', 'slap house', 'electro house', 'tropical house', 'pop edm', 'dance pop']"
169,Alarm,Anne-Marie,385314,2017-01-02,"['pop', 'uk pop', 'dance pop', 'post-teen pop', 'tropical house', 'pop dance']"
170,You & Me,Marc E. Bassy,385310,2017-01-02,"['pop rap', 'pop', 'r&b', 'electropop', 'rap']"
171,Low Life (feat. The Weeknd),Future,382326,2017-01-02,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
172,No Role Modelz,J. Cole,379293,2017-01-02,"['north carolina hip hop', 'conscious hip hop', 'rap', 'hip hop']"
173,Gyal You A Party Animal - Remix,Charly Black,378965,2017-01-02,['dancehall']
174,Would I Lie to You - Radio Edit,David Guetta,373378,2017-01-02,"['big room', 'dance pop', 'edm', 'pop dance', 'pop']"
175,Million Reasons,Lady Gaga,372515,2017-01-02,"['pop', 'post-teen pop', 'dance pop']"
176,Can't Feel My Face,The Weeknd,369748,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
177,Secrets,The Weeknd,363207,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
178,All of Me,John Legend,353955,2017-01-02,"['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
179,Cocoon,Milky Chance,352419,2017-01-02,['german pop']
180,True Colors,The Weeknd,351868,2017-01-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
181,Let Her Go,Passenger,349450,2017-01-02,"['folk-pop', 'neo mellow', 'pop rock', 'pop']"
182,Stay With Me,Sam Smith,348449,2017-01-02,"['pop', 'uk pop', 'post-teen pop', 'dance pop']"
183,When We Were Young,Adele,347678,2017-01-02,"['pop soul', 'british soul', 'uk pop', 'pop']"
184,Love$ick (feat. A$AP Rocky),Mura Masa,347540,2017-01-02,"['channel islands indie', 'vapor soul']"
185,Say It (feat. Tove Lo),Flume,347124,2017-01-02,"['australian electropop', 'downtempo', 'australian dance', 'australian indie', 'edm']"
186,The Scientist,Coldplay,346351,2017-01-02,"['permanent wave', 'pop']"
187,Adventure of a Lifetime,Coldplay,346139,2017-01-02,"['permanent wave', 'pop']"
188,White Iverson,Post Malone,343936,2017-01-02,"['dfw rap', 'melodic rap', 'rap']"
189,Chillax (feat. Ky-Mani Marley),Farruko,343803,2017-01-02,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
190,Used to This (feat. Drake),Future,340091,2017-01-02,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
191,'Till I Collapse,Eminem,338505,2017-01-02,"['detroit hip hop', 'rap', 'hip hop']"
192,Hasta el Amanecer,Nicky Jam,337746,2017-01-02,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
193,Sugar (feat. Francesco Yates),Robin Schulz,337421,2017-01-02,"['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']"
194,My House,Flo Rida,336015,2017-01-02,"['miami hip hop', 'dance pop', 'pop rap', 'pop']"
195,Uptown Funk (feat. Bruno Mars),Mark Ronson,335565,2017-01-02,"['dance pop', 'pop', 'neo soul']"
196,Sugar,Maroon 5,335115,2017-01-02,"['pop', 'pop rock']"
